path,transcription
./data/1692748253740135-2.mp3," Well, if you're talking about dream job, actually I have completed or accomplished my dream job as to be an English, the teacher of English. Basically this job is one of my favorite jobs in the first child since I was influenced by my grandma. She's also, she was a teacher since she was in the middle of her age. The job is pretty good to me. I think I'm good at it since during my studies at the university, I normally like to share things regarding to lessons, some difficulty regarding to our lessons from different subjects. Whenever I taught them, I felt like I was happy during that time because I'm happy to see people, they knowing something else that they have no idea what is it about and I think it is good. I like this job, as I mentioned, I like to see people happy when they know something new, when they misunderstand about something and I just explain them and they just realize that all it is just like this easy or that's it. So yeah, that's the reason I like to be a teacher. Moreover, I think knowledge is not easily passed on from one person to another. So I think for the person who has the ability, the innate ability in the way that transfer the knowledge from one person to another, it is the great way. So I would find myself in that way. I think teaching is not a very hard job since we have the ability and moreover we are ambitious in teaching so it won't be a difficult job unless you are not ready for doing it so it will be a very hard job."
./data/1692751298358255-2.mp3," Long-term planning is important because that helps to work things smoothly and it helps us in working without making any mistakes. Whereas if things are left to chance, that often lead to mistakes and we often do such mistakes when we leave things to the last moment. The disadvantages of long-term planning aren't such because long-term planning often helps us to do things smoothly in correct order and they help us in doing our work accurately and beautifully, consistently without any mistakes."
./data/1692747862784419-2.mp3, Achievement is important for me because it could be brought up in my profile once I create or apply for work. I have this achievement where I placed number 1 in my debate on my previous school. I didn't expect to achieve this because it is my first time ever joining a debate competition in my entire life. I was so shocked when I achieved this because I just not prepared for it or the things that I would get it. This achievement affects my life because I've realized that I actually have a potential and also I also have a talent for this kind of things.
./data/1692747862784513-2.mp3," Usually the government doesn't care about this kind of thing so I think they should consider a place, a community where people can put their kids for the day, for the time that they are working so they won't have to worry about them. And employers should also have that kind of place so their employees could work better without having to worry about their kids."
./data/1692748253740131-2.mp3," I think that there are several significant factors that a person should consider before selecting a job. I would say that the three most critical components in no specific order would be salary, passion, and location. I mentioned salary, obviously, because you need remuneration for any job and the remuneration needs to be commensurate with the lifestyle that you want to lead. I would say that passion is important because it's really hard to continue with a job that you don't care about or that doesn't really appeal to you. And then I would mention location as well. I mentioned it last not because it's least important, but being able to access your job site conveniently and quickly actually, I think, improves a worker's overall job satisfaction. And it doesn't matter how good the job is if you spend an inordinate amount of time or money on fuel to get to that location."
./data/1692747862784476-2.mp3," For my mother, my mother's job is a businesswoman. She's kind of really love her job because it's her dream job. She spends around four or five hours per day to work in the job. She's a businesswoman so she can own her stuff and own her business. It's kind of an easy way."
./data/1692747862784689-2.mp3," For me, personally I think both good CV and good interview are the best for looking for a job. It really depends. To make a good CV, you must have a good experience, a good education and a nice detail on the CV. To make a good choice and to make a good interview, people will have to make the best first impression to the manager and especially having a good attitude to the manager but for me personally I would choose a good CV because I can practice my interview for the next time for speaking to the manager and for the CV, I need to spend a lot of my experience to be good enough to put in my CV."
./data/1692751298358649-2.mp3," According to me the most important jobs nowadays are a doctor, a journalist and politicians maybe. They are the most important ones because, doctor obviously because they are angel in forms of human they save lives of people. Journalists because they provide us with a lot of news also I'm trying to be a journalist so yeah I find that job important okay and next one is politician cards. They are important. Even if you don't want them to be important, but they are still important. Do you want one of these jobs? Yes. I said, as I said, I'm going to be like, I'm studying journalism and math in relation, so I feel like I am going to be a good journalist or maybe something in that industry."
./data/1692751298358421-2.mp3," I do not like jobs which require someone to stay at their home. For example, work from home jobs I do not like it because it's not difficult but it's boring because I am not able to connect with more people. I am just confined in my home and I cannot have exposure. But some people do like this job because work from home job some people do like because it is more convenient. It can save time and everybody has their own needs and everybody has their own way of... Everybody is busy somewhere or the other so work from home may be convenient for some other people but for me I do not like it because I want some exposure and I want to meet my colleagues and to know about the world more and be confined in my home. I cannot stay in my home and do my job. I cannot do it."
./data/1692748253740741-2.mp3," I would like to talk about one of the most well-paid jobs that I've known so far, which is being a doctor. So being a doctor is quite interesting and also difficult at the same time, but of course it is a well-paid job. So the average salary in my country range from $20,000 to $50,000 per year. It is really a bonus one if you can pursue this degree and enjoy this pathway of career. If I happen to accept this job, I would say I would be capable of doing it because due to my perseverance and hard work I could say I would perform this job well and of course on top of the reason is that I would love to help other people."
./data/1692751298358267-2.mp3, you
./data/1692751298358502-2.mp3," The age at which people should stop walking depends on the load they can take and they should retire at it when they think they cannot walk easily. It is a good idea for elderly people to keep walking because their bones and muscles will still work if work, I have the capabilities to work and I will keep working when I am old because I know I can work, I have the capabilities to work and I will work for myself because I don't want to be lazy and I can work till the time I will work. If I think I can't work now again then I will take a retire."
./data/1692751298358446-2.mp3," This has never happened to me before but if it would, I would want to be straightforward with the person who has assigned the task to me and say it on the face that I don't want to do such kind of task."
./data/1692748253740286-2.mp3," What is your favorite book? So every time that I see other people grow and develop, I feel so rewarding. Plus, English is one of the most important language we learned in my country, Cambodia. Since now we are positioned in a job, a high-spread job, I mean that one has to be good at everything. So if there is something I would like to change, that I want to be more equipped and more knowledgeable in my skill."
./data/1692748253740486-2.mp3," In my opinion, I don't think it's better for people to get work experience before going on to higher education because when you continue going to a higher level of education, you don't need to have to work in the real society. The benefits of doing this is that you can focus much more on the education solely, so that you have more time to read and explore in depth and also analyze in a more detailed way. But at the same time, there can be some disadvantages because probably you've got to spend more time on doing all the assignments and other related research and probably you don't have time to do it all. I believe focusing on just study would be the greatest choice because again there's more room and more time to actually complete what one has been assigned to."
./data/1692748253740707-2.mp3," Well, my dad is a delivery guy. He works as a delivery service. And in Cambodia, there are many pages that work online. And well, his work is kind of freelancing because he deliver some orders for an online shop which is in office book. And my mom, she is housewife now but 10 10 years ago she was a military, but she retired now. And honestly, they don't like their occupation that much, because their occupation is based a lot on physical than mentally, the mental and spiritual. And my mom stays at home, so I have no idea how many hours can it be the good answer. But for my dad, he leaves house at 5 in the morning and come back at 7 p.m. every day."
./data/1692751298358501-2.mp3," I would like to talk about work and old age. People should stop working at the age of 55. It is a bad idea for adult people to work because they face a lot of health issues and when they are young they can concentrate more towards work and they can put a lot of efforts but when they are in the elder phase of their life when they are getting old their capability decreases. because after working from since your adulthood till you reach your old age it is better that you spend now quality time with your friends and family because you have been working since a long time so now it's the time when you can dedicate yourself towards your hobbies towards your interest and also you can live the way you want to live. You can do your favorite things, you can go on a world tour, explore the world and give time to your friends and family. Also do household things."
./data/1692748253740653-2.mp3," Now I would like to talk about work and old age. In my opinion, there shouldn't be a limitation between, there shouldn't be any specific rules or specific age that people should retire. People should retire whenever they want to, whenever they see that their physical body could not cope up with the work anymore. And when they think that their emotional well-being are not well. So I think that there is no good or bad whether elderly people should keep working if they feel like they want to work, so let them work. If they think that working will be detrimental to their mental and physical health, then they shouldn't keep working. in my opinion I will keep continue working even if I am oh this is because I am not used to"
./data/1692751298358510-2.mp3," What makes someone successful at work is definitely by their hard work and consistency. If someone is consistent and they're putting the effort every day, they're working hard, they will definitely be successful. Most important characteristics will definitely be their will to put hard work, their efforts each and every day, their consistent efforts and someone who is not, who does not give up is who does not give up no matter how hard a situation is. People, I don't think people are born with such traits, but yeah, they might have some traits that might, you know, make it easier for them. It might be easier for them to be consistent or work hard because they have a high concentration level. But I think everyone can learn trades to be consistent and to work hard."
./data/1692748253740742-2.mp3," The job that requires a lot of workers is probably semi-skilled training job. For example construction worker. Most people think that construction working doesn't require skills but actually they do. So the only things we can do to encourage people to take part in this job is to give them free training, help them look for jobs and increasing their pay."
./data/1692748253740788-2.mp3," Of course people have yeah, because starts schools at the early age and finish school and they get around 22 years old finish bachelor degree so then they need to go to work to earn a living. And when they go to work, they will be so busy with their work and have less time with their life. Let's say have less time with their family and friends. So how can they balance between their personal life and work? They need to know how to balance their time. To me, I believe that after working, I can chat with my friends through social media so that I can keep in touch with them. So I will maintain all my friends. They will not go away from me, even though we are all so busy with our work. We still can keep in touch. Or sometimes, let's say, at the weekend we might go cycling together or eating out together to build our relationship as a team building so that we are not so obsessed with our work. We also have some time to enjoy our life with friends, relatives and family. Yeah, so to me I do believe that if I balance my personal life and work well, I will enjoy my life. I enjoy it, I believe so. Thank you so much."
./data/1692748253740912-2.mp3," The best way to hire employees is for them to go through a series of application screening. For example, first of all, they would submit their CV and we have to take a look at their background of the CV. And after that, we also need to analyze their personality test as well. So I believe that they are quite useful because sometimes people could just simply put anything in the CV or their cover letter and then in the personality test, maybe they will have to read some scenario and decide which one is the best that fits them. So the result could actually give us a big picture of their personality. And then after their personality test, maybe the next step, I think it's for them to do the group interview. So I also believe that they are kind of somewhat useful because This is like to challenge like most of the time they only do individual interview and Putting them in group would mean that they have to challenge another and try to bring out or to say what is the best for them. And then after the group interview, I think another screening method is for them to sit the test. For example, let's say they are applying for an accounting position. So of course, maybe they have to sit on a test and do the accounting stuff and see what it turns out, whether or not they know about the accounting that they are applying for."
./data/1692751298358732-2.mp3, So the job that I want to learn is singing because I really love to sing and I hear a lot of music both classical and western. The reason why I want to learn singing is because I want to keep it as a hobby. Also singing helps a lot. It's amazing. There is nothing bad about learning about music. The good thing is that if you sing in a really well mannered and if you are good at singing then you can take it as a hobby you can pursue it as a hobby and why do people choose this job because if you have a good voice and if you want to if you want to learn how to sing then of course it is it is a one for you yes
./data/1692751298358966-2.mp3," And in my opinion, the characteristic of a good colleague is first of all, one of the most important characteristics for anyone in a workplace, which is to basically have their own boundaries and understand and respect the boundaries of other people. A team player who understands that gossiping and workplaces crossing each other's boundaries is wrong and one who strives to be disciplined while at the same time being understanding of the other person is a kind of a person that I would like to work with. The entirely opposite are the people that I would not like to work with. People who do not take up initiatives, do not understand each other's ground reels, do not communicate well and therefore lead to gossips are the kind of people that would make a workplace inherently toxic."
./data/1692751298358884-2.mp3," A good colleague is one who supports and encourages me and the whole team, everyone to do better and is positive and he keeps the morale high of the team and people who I would not prefer to work with are people who are self obsessed and do not care about I mean they should care a little about the people around them their colleagues and if one is asking for help they should provide it or at least guide the person"
./data/1692849194520981-2.mp3," I believe the answer will be depend on the relationship you gonna get in your workplace. So there are some benefits you can gain from having like you know quality relationship with your colleagues in workplace. For example, you can have a sense of harmony and you can have a sense of oneness by co-working and having friendship with your close colleagues in your workplace. And also you can know how to communicate with others who have different kinds of personalities, characteristics other than yourself. But there are certainly have drawbacks too. For instance, if you encounter bumping into someone who don't fit with your personality, for example, if someone is too introvert and reluctant to communicate with others actively, then she might feel very stressful and sometimes freaked out, be freaked out in the middle of the conversations with other colleagues. So yeah, there are the drawbacks I can come up with right now. I have built a great relationship with my supervisor when I was working in my former workplace. She has been doing her own work independently and she did not interrupt my project also. She respected me. She treated me with a very respectful way. And I admire her characteristic in that way because sometimes I can see many supervisors and bosses try to engage into mentees' projects and take the results as their own results. So I think my relationship was great than others."
./data/1692849194520289-2.mp3," Yeah, um, cautious. When I do my assignment for my university grades, I am going to be cautious because I want to get more grades and I don't want to make a mistake. That is the main reason that I'm going to cautious. So... Do you think you made a life choice? Am I right? Yeah, absolutely. Let alone take a risk, cautious is the best way to live a life for me because as I told you, I don't want to make any mistake. When I make a mistake, I regret all day and it makes me depressed. So, first of all, I don't want to make a mistake before I regret. That's all. There are some mistake that could not be fixed or arranged. There is a lot of examples in the world that we couldn't fix. Before making a mistake mistake, should be cautious is better to me."
./data/1693181003292353-2.mp3, I think doctors are the most important job nowadays. If people are sick very important. I think I will not want to be daughter because daughter is too tired.
./data/1692751298358844-2.mp3, Talk about the popular places to walk in your hometown. Why do people like to walk in your hometown? Why do people do it there? Do you want to walk there? Why are you going there?
./data/1692751298358887-2.mp3," Jobs become a very crucial part of a person's life. We work, we study for 14 years at school and then for three, five years at college just to gain a sustainable job for us to live our lives happily after. However, some jobs are just not satisfying to some people. Hence, the person who wants to get out there to explore their own choices and capabilities and opportunities outside of the job area, it makes them resign from their current job in order to gain that independence to seek out new opportunities outside. Yes, in my country, people often change their jobs for the same very same reason. Some people just want to explore more opportunities. They want to give time to their passion. They want to do something that they love instead of cursing out their jobs, nine to five jobs every single day. A company can make a person stay by recruiting them according to their passions and qualities and also providing the person enough peace and stability for their mental health just as they do for physical health. If a person is mentally happy and satisfied, he can sustain more physically than if the mental health is worsened. Hence, I believe if a company takes steps to even preserve a person's mental health side by side to his physical health, it can help make employees stay and give another try to the company."
./data/1692837360255646-2.mp3," I actually do think it is better for someone to get work experience before going on to higher education. People will be able to understand the loopholes that might be present in that category that they choose. They might be able to figure out how things work, how to work with other people around them, how to work as a team, and how to get things done. One of the drawbacks that you might have by working before pursuing higher education would be the fact that we have a gap in studying and that might cause problems in catching up or going back to studying. People who want to pursue an MBA usually work for around two years before pursuing MBA. That helps them figure out the problems that might be present and how they can fix it."
./data/1692837360255339-2.mp3," Long-term planning is very important for people to do things, to make them do their tasks. By helping of the long-term they can achieve their particular goals step by step to achieve the greater good which they are planning for a long time. Some people do not plan things and they left their goals for chance which affects their goal. Chances are not always... Through chance we can't achieve our goals. It always puts us on a disadvantage. But the only disadvantage for long term planning is"
./data/1685683425568880-2.mp3," One of the jobs that I would probably despise doing is the job of a real estate agent. Now, it looks like a lucrative job and there is a certain level of excitement in it because you've got to be smart and it's quite a big challenge to convince people to pay huge amounts of money for a property, a piece of land, a flat or apartment or a house. So from the outside it looks to be quite an exciting job and also when you look at the state agents, they look quite glitzy and glamorous. Why I think it's not a good job because it does involve a lot of Playing a lot a lot of tricks on people both the customers and The vendors or those who are selling their properties and this involves using intricate strategies to Lead people to believe that what they are paying is worth paying or what they are being paid is good value. And in most cases there is very little truth in that. Now would state agents have any difficulties in achieving that? Of course it's not a very easy job and people at a time when we have better access to data are smarter so the challenge is"
./data/1692606260121710-2.mp3," Yes, I study in Manavarajna International University. It's a very beautiful place and a very fun-loving place where we can enjoy and many many activities we cover. It's a very comfortable and a place where there is no unsafe safety for girls and women. I don't think that there is any need for making this place much better because it is already very much a wonderful and beautiful place."
./data/1679466431414415-2.mp3," I have the best job in the world because I have the best boss in the world. My boss is very supportive and he's also a very funny, intelligent person. So that's why I love my job. Yes, so I just answered why I like my job because I have a great boss."
./data/1693180250539702-2.mp3," I think as a conscious person have stress or worries in different things maybe his life or one thing in his personality Why do you choose to be conscious? Because I think it depends on your personality. Do you think you need right choice? Yes, all the time I think, but also it's not all the time I prefer to do it, but in usual time, be kind and be unstressed, because it depends on the events I have heard or I have seen."
./data/1685683438541812-2.mp3," Yes, it is important that high school students get advice and guidance when choosing a career. They are still at the age where they are very young and they cannot make the right judgements. So it is important to have the appropriate professional to help them understand what they will be getting into and what their future will look like if they choose a certain career. There are such services offered in my countries. It helps the students."
./data/1692687270469550-2.mp3," Person may change his job if he is unhappy with wherever he is working. He is not satisfied with the pay he is receiving or mostly if he was forced into a certain kind of job that could make him leave his job. Yes, people do often change jobs in my country. It's mostly because they all follow the others. They take others opinions on poor jobs they take and they end up not being happy with the job they receive. So they do often jump on other jobs. Company can make a person stay by satisfying some of his demands. Not all of them are impossible but mostly the pay and stay and all his necessary demands."
./data/1692687270469899-2.mp3," I think the most needed jobs in the future will be that of medical professionals. These jobs are popular even today and they will remain popular. Our world is polluted, our food is poisoned. So more and more people are falling sick. So of course we need medical professionals to keep us alive and I don't want to do one of these jobs because I am a very clumsy person and as a doctor you will have somebody else's life in your hands and I don't think I can deal with that stress. I'm too anxious. So I don't want to be a medical professional, but I respect doctors, I respect nurses."
./data/1692687270469657-2.mp3," One time while walking on the road, I had seen that there was an instability in the sidewalk and so I decided to cross the road and move from the other sidewalk and in the long run I decided that it was a good choice as the next day a dog had fallen through the unstable sidewalk and died."
./data/1685651809260785-2.mp3," Okay, I think the place I live maybe they should be more parks and gardens or museums and theaters because it's more fun for people to get some activities to do. For example, go to park or maybe gardens or something to the museum or just simply you want to see a movie in a theater Why did you why I chose this because I think it's more fun to people and not only like have non activity to do And maybe this will help our people, for example, get jobs in these places, maybe in the museum or maybe in the theater. In our way, just to have some fun and get these trucks off, some problem of difficulty to go to these parks or gardens or theaters."
./data/1692687159035537-2.mp3," So the balance between personal life and work life is very important. Certain people tend to not know how to manage this. It is hard for some people to manage both of these lives is because they are more focused on one. Either when there's a lot of work to be done, they are completely focused on the work that needs to be completed they completely forget about their personal life which not only affects them but also their family members and their friends that they are surrounded with so this balance has to be it is difficult for them to find this balance because from the childhood they haven't been balancing things correctly. Maybe they are too much into playing or they forget about studies. So a person who can balance, who's been balancing both from childhood you should be working and what time you should give yourself to take a rest or go out, enjoy with friends. So this way you can manage your personal life and work life. You can also talk to people about how this can be achieved. If a person doesn't manage his work life and personal life, there will be a lot of trouble that he will face in both the fields. His personal life issues will cause disturbances in his work life and his work life problems will not only affect him but will also cause stress to all the family members and friends and he will also loose out on a lot of things in life."
./data/1692687159035961-2.mp3," Okay, since this is more of an office based choice, so here we need to make sure that even if two people get into a relationship in an office, there should be a certain protocols that each one of them follow not only the those two people involved in it but also all the people involved in the office need to follow the protocols. This creates a balanced environment in the office between colleagues. So, yes, limitations should be placed, but not only to the two people involved, but to the entire office so that there will be a balanced environment."
./data/1685651809260894-2.mp3," We don't have a cycling system for recycling in our city, but as you can see it's really obvious because the city of Cologne is like, as you enter the city you can see the street without a bunch of trash. So it's obvious to me. I think that people could be interested in recollecting the trash of the city by movements, movements that make people that they say like, hey come on, if you do this you can't make money. I know it's like something strange to say that it's only to make money but it made people going thrusting this type of help like helping the city to make a video city you know."
./data/1692687159035217-2.mp3," This was a challenge for me back in my 10th grade with myself. I challenged myself to remove the fear of stage frightening which back then was a huge thing. I had to do, I had to take part in a competition for emceeing so I did it and then it was challenging because I was really scared of a huge crowd and I was scared of talking in front of people so it was very very challenging. Yeah. No I did it all alone. I didn't ask somebody for help. That's it."
./data/1692687159035869-2.mp3," Some of the qualities that I think that are important in a good supervisor is that they should be interested in team building. They should make sure that every person in their team, he knows the strengths of each of them and make sure that they work in an environment where one complements the other. I also think that the boss should be patient of it there with his subordinates and he should also Give a platform for his subordinates to creatively pursue things I also think that a Boss should have good listening skills so that he can listen to all the problems of their subordinates and be able to help them grow. I chose all these qualities because I think that that is what I would want in a boss if I was ever working under supervisor. Why have I have I ever had a boss that's like that? I have had mentors in my life which have been striving to make sure that I come out of my shell and they find out what my strengths are like if it's speaking or if it's dancing they've made sure that I explore it and then it helps them in a whole also because it increases the productivity of an organization. So yes, I have had such supervisors, I've had such mentors and I'm happy that they have helped me come out of my shell."
./data/1692687159035996-2.mp3," Well, it has never come to me where a task has been assigned to me and I haven't thought that it was ethical. So yes, it has never happened to me. But I think that the best way to handle it would be by firstly speaking to someone about it. So if it's at a workplace speaking to someone who is at human resources could be one way to handle it. You could tell them your problems and why you think that it is unethical. So the first step would be to confront people about it and put your points forward stating why you think that is unethical and why it shouldn't be moved forward with."
./data/1685651809260413-2.mp3, I use my computer every time and I use it with my keyboard and mouse and I use it for and make my homework and practice music with my instruments and I can play video games when I have free time. I also use to chat with my friends. With that I can listen music.
./data/1685651809260468-2.mp3," I think they have to be together because you can learn things about the other people. If you are a woman, you will learn things about men, like they fight skills or something like that. I think the good part is, like I said, you can learn things about other people. And the good part is we don't have the same ideas. We don't have the same ideas, that's it. The good part of being separate is you have the same ideas than the other girls or the other boys. And the bad part is the... The bad part is... The bad part of being separate is like the... Oh, yeah, you will separate. You're not going to know things about the other chamber. And that's it."
./data/1685651809260295-2.mp3," I would say that yes, I would like to travel to the moon because it would be a very interesting experience and although it would be very costly, it would be very expensive, I think that it would be worth it if I had the opportunity."
./data/1685651809260305-2.mp3," I live in Lagerstrasse, it's a very small place I can play, I can go to the park, I can go to shop something in the supermarket I can buy something, I can talk with friends,, I can dissociate, I can do whatever I want"
./data/1685651809260553-2.mp3," Well, I would say theatres because where I live, well, around there have parks, gardens, and also museums. No, but I'm not interested in museums so I don't think they should have one. And yeah, because I don't like it at all. About theatre, I'm kind of intrigued by theatre because I will watch video of people playing in the theater and I think it's quite, well it's not interesting but I think it's classic and it's beautiful. What did I choose this or I just said it, I just mentioned it so I'm not gonna repeat it again. How would it help people? Well, I didn't think of that. How would it help people? I think it helps people to... I don't know, to... probably let people feel the beauty of the theaters and just... probably... let people have more leisure time spending on the theater instead of the instead in the phones and yeah."
./data/1685977329668592-2.mp3," Well, I don't know exactly what makes me happy, but for example, I usually talk with my friends and family. I don't know if that makes me happy, but I do it every day on the school or my house. When do you do it? I do it in my house or in my work. When I do it every day and I love talking with people."
./data/1687964058482484-2.mp3, My family is make my happy. My family is more a decision for I need the the good We they a meet with me a good person for the For good person in the life in the day of tomorrow
./data/1685651809260972-2.mp3, We are six people and my father is a is a war he's a is a it's employed to ACP Canal de Panama and my mother is a chef my my my sister is studying marketing and my cousin is studying informative. Informative. My father is more or less short and tall. My mother is shorter than my father. My sister is taller than my mother and my cousin is taller than my mother and my father and my sister. My father is a serious person. He is so funny and sometimes it's funny. My mother is funny every time. My sister is so annoying and my cousin is normal. My mother is so lover. He likes to wash the cars and my sister too. My father likes to wash to repair cars and boats. That's it.
./data/1662420268098487-2.mp3," My best teacher was maybe, I don't know, my first teacher in primary. She has a lot of patience and creativity and she has so many equipment or tools for learning and she has freedom in her class and she has a lot of knowledge about the science on different things and maybe other of my teacher was Arnaldo Corba, the personality of a human personality class and he has a discipline and he has a lot of knowledge too, like my other teacher, and he was rude, rude, yes, because he has a lot of maybe discipline, or I don't know. He worries about our knowledge, he worries about our learning and he has different kind of practice and sociodramatic practice and the class was really, really fun and really, really tense in some of cases because he was with whole group and they had a lot of, I don't know, I don't know."
./data/1687976114519479-2.mp3," I think the biggest problem for kids today is the bullying because there are many people that is mean to other people that affect that people physical and emotionally and I think it could be resolved by if you are having that problem talk to someone you know and don't stay quiet because it can be worse, become worse and that can be the biggest problem for kids today"
./data/1687976114519971-2.mp3," I'm going to talk about my mom and my mom is important for me because she gives me the life and she gives me all that I need for example the food, the house and anything that I need"
./data/1692530001326214-3.mp3," I consider charity organizations important because there are a lot of different problems which we as humankind face in different countries and different situations all around the world. And each of those organizations kind of handles some of the issues which we may have. I don't know any popular charities in my country, to be honest, and I have never supported in any monetary form any of the charities, because I am not really self-sufficient right now, unfortunately."
./data/1647885061811312-3.mp3," I prefer to be the first person to explore a planet rather than being the inventor of a drug that cures the deadly disease. I can think about two main reasons for doing that. The first reason is that I read a lot of science fiction novels in my childhood. I would be happy the first man to step in one place. Furthermore, I think there are a lot of things that we can discover in a new planet. It's a great adventure that I would not miss in any case. Um Other thing is I'm not in in Physics so I am not invent a drug that can cure Deadly disease so I will let it So I leave it to other people that are more professional than me in this aspect."
./data/1667330281849843-3.mp3," This is an interesting question. The potential outcomes could definitely be going both ways. I would need to understand a little bit more in depth which type of students go to this school. There are children who would definitely benefit from technological advance and increase funding, whereas there are other children who would much further adapt and enjoy sports teams and sport funding."
./data/1691402791754105-3.mp3, That's a good question. I do not have... I don't know what to say about it. I'm sorry. They are both health and privacy are important.
./data/1691402791754221-3.mp3," I like to go to engineering in my workplace. I like this work. It's very important work, very kind of work for the engineering. Are there others who might disagree with you? Yes, others can work in the production all the time, but I want to go to the new kind of work. I want to go to the engineering work. How will you answer the concern? I want to go to new work, to go to new exciting work."
./data/1691402791754513-3.mp3, why was it so good? because I meet all my family and I get a present and I have a big hug from my family and my friend I meet my family and we all stay together. I do it on happy place and that's all.
./data/1691402791754332-3.mp3," Next week I will be on vacation with my family. We will fly to Antalya. I want it to happen. I'm so excited that it will happen next week. It will be a quality time with my family, with my children, so it's gonna be fun."
./data/1691402791754106-3.mp3," We just came from a trip, from a family trip to the mountains of Czech Republic. It's called the Spingelrov Melin. It's a place that in the winter you can ski and in the summer you can do hiking in the mountains. You can do water sports in the river. You can do bike trips. We went there as a family. We took a hotel, a very nice hotel. We saw a lot of mountains, a lot of rivers, and falls of water. We went to museums. We went to parks for the kids, for amusement parks for the kids. We saw a lot of German people there. We did, we went to the pool, we went for hiking, we did alpinistic rides. Yeah, it was a nice vacation very the kids the kids love loved it Because they had a lot of attraction they On a trip do you get what you want? It's more relaxed the situation between the kids between the family everybody's having fun And I think we're going to do it again. We enjoyed it very much, Prague and in the Spindler of Merlin, it's the place we stayed for a week, it was very nice."
./data/1693136790972964-3.mp3," When I need to go to work, my car is stopped and I can't speak without anyone because my phone is empty battery and I don't know what to do so I I try to stop someone to help me and to phone to my wife to and it's she coming to me to help me and to phone to my wife. She came to me to help me. So I stopped someone and he helped me to call to my wife. She come to help me. And I go, I was to the work and I come in the time."
./data/1691402791754257-3.mp3," The most important things that we can do to protect the environment are to give financial support for projects that are ongoing for environmental improvements such as the cleaning of the sea, such as renewable energy, such as handling all the plastic that we have in the world. We really need to give financial support for these projects since the lack of money is the most important thing for them to upgrade their opportunities, for collaboration, to invest in important and this this section is more important than others since the money is a big part of our world and we see in the past that if we spend the money about things that happened so this is again I think that we must to spend money for it to be happened in the future."
./data/1691402791754118-3.mp3," There are a lot of things that we can do in order to protect the environment. I don't think this is an important thing, but those are things that I believe that everyone can do in his own house like a cycle is like the garbage or use the not one time dishes."
./data/1691402791754235-3.mp3, Nice memory for me is when my first daughter was born. What makes the memory good is that after my first born I had three more children and I just and I remember how it was to be a dad for the first time and after four kids I'm starting to wonder
./data/1691402791754686-3.mp3," I like to go to the beach, sit on the sand, on the hot sand and look at the sea. I like to see the white winds and..."
./data/1691402791754549-3.mp3, I love visiting the sea. I love swimming. And I love to do the Aquabark game. I love it.
./data/1693129845983651-3.mp3," Wow, I can't believe it. I speak like for two minutes without pressing the recording, so I will start from the beginning. I said next week my child going to, for the first time in her life to the kindergarten. It is very scary, but also very happy for us because it will be the first time that she will get in interaction with other children. I think it will motivate her to speak and to interact and play with other children, which is very important for her development. Also, as I said, it's a very scary period because kindergarten is not always safe for the children and we want to give her the best and we don't know what will happen in this you know almost all day she will be there and without our inspection so we hope for the best we hope that the team will be very warm and very protected for her and of course the children and the environment will be very safe and happiness."
./data/1691402791754115-3.mp3, I was in trouble with a friend of mine. I really don't understand what happened between us. She was angry about me and she didn't say anything to me. So she shared her thoughts with other people. And I that she disagreed with some of my ideas and I really feel bad about this because she never talked to me and she never decided to share with me her thoughts and never said to me that she disagreed with me. So the result is that we are not in touch with each other anymore.
./data/1691402791754724-3.mp3," I think it's a good idea to live together several generations because we can learn from the oldest ones about the history, the history of the country, and etc. And from the younger about their challenge, about to help them, to challenge difficulties in life life and to try to be better ones. We can educate them in every part of their life to try to give them a lot of information about the future, about education, work, and et cetera."
